read_id	my_status	my_rname	my_pos	my_mismatches	my_num_hits
ILLUMINA-075005_0053_FC:3:1:18626:1235#0	unique	3L	1653330	0	1
ILLUMINA-075005_0053_FC:3:1:18828:1244#0	unique	3R	15442078	1	1
ILLUMINA-075005_0053_FC:3:1:19083:1239#0	unique	X	15138599	0	1
ILLUMINA-075005_0053_FC:3:1:1195:1251#0	unique	X	764554	1	1
ILLUMINA-075005_0053_FC:3:1:1427:1249#0	unique	3L	18899612	1	1
ILLUMINA-075005_0053_FC:3:1:1792:1250#0	unique	3R	25483192	0	1
ILLUMINA-075005_0053_FC:3:1:1962:1257#0	unique	3L	19609561	0	1
ILLUMINA-075005_0053_FC:3:1:2414:1247#0	unique	3R	15266609	0	1
ILLUMINA-075005_0053_FC:3:1:3009:1247#0	unique	X	22605272	0	1
ILLUMINA-075005_0053_FC:3:1:3074:1250#0	unique	2R	14215398	0	1
ILLUMINA-075005_0053_FC:3:1:3301:1256#0	unique	2R	19448404	0	1
ILLUMINA-075005_0053_FC:3:1:3491:1258#0	unique	2L	19959407	0	1
ILLUMINA-075005_0053_FC:3:1:3657:1258#0	unique	2R	11618066	1	1
ILLUMINA-075005_0053_FC:3:1:3979:1255#0	unique	2L	1725672	0	1
ILLUMINA-075005_0053_FC:3:1:4171:1257#0	unique	3L	9428906	0	1
ILLUMINA-075005_0053_FC:3:1:4370:1256#0	unique	2L	13933620	0	1
ILLUMINA-075005_0053_FC:3:1:4809:1251#0	unique	3R	10118871	0	1
ILLUMINA-075005_0053_FC:3:1:5225:1247#0	unique	3L	1566716	1	1
ILLUMINA-075005_0053_FC:3:1:5902:1253#0	unique	2R	22801625	0	1
ILLUMINA-075005_0053_FC:3:1:6091:1258#0	unique	2L	21725228	0	1
ILLUMINA-075005_0053_FC:3:1:6455:1256#0	unique	X	15787880	0	1
ILLUMINA-075005_0053_FC:3:1:6863:1259#0	unique	3R	11244434	0	1
ILLUMINA-075005_0053_FC:3:1:6881:1258#0	unique	3L	21986966	0	1
ILLUMINA-075005_0053_FC:3:1:6955:1256#0	unique	3R	7088611	0	1
ILLUMINA-075005_0053_FC:3:1:7025:1257#0	unique	3R	15441865	0	1
ILLUMINA-075005_0053_FC:3:1:7503:1256#0	unique	X	19493194	0	1
ILLUMINA-075005_0053_FC:3:1:7705:1248#0	unique	3R	18228391	0	1
ILLUMINA-075005_0053_FC:3:1:7751:1249#0	unique	2L	4228432	0	1
ILLUMINA-075005_0053_FC:3:1:8041:1258#0	unique	X	5903985	1	1
ILLUMINA-075005_0053_FC:3:1:8155:1256#0	unique	3R	15341945	0	1
ILLUMINA-075005_0053_FC:3:1:8287:1251#0	unique	2L	13394184	0	1
ILLUMINA-075005_0053_FC:3:1:8545:1257#0	unique	3L	9061972	1	1
ILLUMINA-075005_0053_FC:3:1:8835:1256#0	unique	2L	6978214	0	1
ILLUMINA-075005_0053_FC:3:1:9188:1251#0	unique	3L	13024377	2	1
ILLUMINA-075005_0053_FC:3:1:9224:1258#0	unique	3R	29862866	0	1
ILLUMINA-075005_0053_FC:3:1:9400:1252#0	unique	2R	23548678	0	1
ILLUMINA-075005_0053_FC:3:1:9524:1254#0	unique	2L	9896309	0	1
ILLUMINA-075005_0053_FC:3:1:9903:1254#0	unique	2L	18715965	0	1
ILLUMINA-075005_0053_FC:3:1:10084:1250#0	unique	2L	9390641	0	1
ILLUMINA-075005_0053_FC:3:1:10561:1251#0	unique	2R	19473877	0	1
ILLUMINA-075005_0053_FC:3:1:10693:1251#0	unique	2R	12167385	1	1
ILLUMINA-075005_0053_FC:3:1:11826:1258#0	unique	2R	24762720	0	1
ILLUMINA-075005_0053_FC:3:1:12810:1256#0	unique	3L	17954600	0	1
ILLUMINA-075005_0053_FC:3:1:12973:1250#0	unique	2L	8161798	1	1
ILLUMINA-075005_0053_FC:3:1:13146:1249#0	multi				2
ILLUMINA-075005_0053_FC:3:1:13259:1248#0	unique	2R	7312567	0	1
ILLUMINA-075005_0053_FC:3:1:13275:1255#0	unique	2L	21678809	0	1
ILLUMINA-075005_0053_FC:3:1:14470:1255#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:14582:1257#0	unique	2R	22607906	0	1
ILLUMINA-075005_0053_FC:3:1:14721:1259#0	unique	X	6359171	0	1
ILLUMINA-075005_0053_FC:3:1:15145:1253#0	unique	3L	8338103	1	1
ILLUMINA-075005_0053_FC:3:1:15719:1247#0	unique	3R	11819765	0	1
ILLUMINA-075005_0053_FC:3:1:16149:1249#0	unique	2R	17409175	0	1
ILLUMINA-075005_0053_FC:3:1:16295:1256#0	unique	3R	18228282	0	1
ILLUMINA-075005_0053_FC:3:1:16331:1247#0	unique	2R	14215445	1	1
ILLUMINA-075005_0053_FC:3:1:16666:1253#0	unique	3R	20672277	0	1
ILLUMINA-075005_0053_FC:3:1:16991:1256#0	unique	3L	27268377	0	1
ILLUMINA-075005_0053_FC:3:1:17111:1247#0	unique	3R	25684350	1	1
ILLUMINA-075005_0053_FC:3:1:17279:1247#0	unique	2R	23930524	0	1
ILLUMINA-075005_0053_FC:3:1:18369:1253#0	unique	X	6677398	0	1
ILLUMINA-075005_0053_FC:3:1:1419:1269#0	unique	2R	13159549	1	1
ILLUMINA-075005_0053_FC:3:1:1572:1261#0	unique	2R	23386123	0	1
ILLUMINA-075005_0053_FC:3:1:1770:1267#0	unique	2R	14215398	0	1
ILLUMINA-075005_0053_FC:3:1:1800:1269#0	unique	X	18105930	0	1
ILLUMINA-075005_0053_FC:3:1:2186:1260#0	unique	X	18105945	0	1
ILLUMINA-075005_0053_FC:3:1:2213:1264#0	unique	2R	22640785	0	1
ILLUMINA-075005_0053_FC:3:1:2831:1260#0	unique	2R	22854687	0	1
ILLUMINA-075005_0053_FC:3:1:3207:1267#0	unique	3R	15440763	0	1
ILLUMINA-075005_0053_FC:3:1:3389:1263#0	unique	2L	13933457	0	1
ILLUMINA-075005_0053_FC:3:1:3606:1264#0	unique	3L	21827774	0	1
ILLUMINA-075005_0053_FC:3:1:3833:1264#0	unique	3R	31763582	0	1
ILLUMINA-075005_0053_FC:3:1:3872:1261#0	unique	3L	16963286	1	1
ILLUMINA-075005_0053_FC:3:1:3959:1262#0	unique	2R	17409783	0	1
ILLUMINA-075005_0053_FC:3:1:5458:1262#0	unique	2R	16773501	0	1
ILLUMINA-075005_0053_FC:3:1:5522:1264#0	unique	X	2235181	0	1
ILLUMINA-075005_0053_FC:3:1:5566:1259#0	unique	3L	17955788	0	1
ILLUMINA-075005_0053_FC:3:1:5778:1268#0	multi				2
ILLUMINA-075005_0053_FC:3:1:5937:1269#0	unique	X	6999317	0	1
ILLUMINA-075005_0053_FC:3:1:6410:1259#0	unique	2L	1607059	0	1
ILLUMINA-075005_0053_FC:3:1:6580:1263#0	unique	X	15138710	0	1
ILLUMINA-075005_0053_FC:3:1:6995:1267#0	unique	3R	31763548	0	1
ILLUMINA-075005_0053_FC:3:1:7582:1264#0	unique	3L	9509893	0	1
ILLUMINA-075005_0053_FC:3:1:7659:1263#0	unique	3L	11823269	0	1
ILLUMINA-075005_0053_FC:3:1:7732:1267#0	unique	3L	8326860	0	1
ILLUMINA-075005_0053_FC:3:1:7883:1264#0	unique	2R	24027412	2	1
ILLUMINA-075005_0053_FC:3:1:8187:1268#0	unique	2R	23999499	0	1
ILLUMINA-075005_0053_FC:3:1:8213:1260#0	unique	3L	8572087	0	1
ILLUMINA-075005_0053_FC:3:1:8635:1264#0	unique	3R	20578292	0	1
ILLUMINA-075005_0053_FC:3:1:8676:1262#0	unique	2L	5221291	1	1
ILLUMINA-075005_0053_FC:3:1:8892:1261#0	unique	3L	13043792	0	1
ILLUMINA-075005_0053_FC:3:1:9035:1261#0	unique	3R	29149753	0	1
ILLUMINA-075005_0053_FC:3:1:9065:1264#0	unique	2L	12063705	2	1
ILLUMINA-075005_0053_FC:3:1:9088:1260#0	unique	X	3949611	0	1
ILLUMINA-075005_0053_FC:3:1:9387:1265#0	unique	2R	15858666	0	1
ILLUMINA-075005_0053_FC:3:1:10193:1266#0	multi				2
ILLUMINA-075005_0053_FC:3:1:10318:1270#0	unique	3R	5625023	1	1
ILLUMINA-075005_0053_FC:3:1:10875:1269#0	unique	3R	30010498	0	1
ILLUMINA-075005_0053_FC:3:1:11020:1261#0	unique	2R	17546816	1	1
ILLUMINA-075005_0053_FC:3:1:11115:1265#0	unique	2R	22640734	0	1
ILLUMINA-075005_0053_FC:3:1:11193:1266#0	unique	2L	13921098	0	1
ILLUMINA-075005_0053_FC:3:1:11522:1268#0	unique	3L	19691125	1	1
ILLUMINA-075005_0053_FC:3:1:11551:1261#0	unique	2L	9968382	0	1
ILLUMINA-075005_0053_FC:3:1:11646:1268#0	unique	2R	8940871	1	1
ILLUMINA-075005_0053_FC:3:1:11733:1268#0	unique	3L	8957405	0	1
ILLUMINA-075005_0053_FC:3:1:12080:1266#0	unique	X	6741856	0	1
ILLUMINA-075005_0053_FC:3:1:12261:1269#0	unique	3L	9510477	0	1
ILLUMINA-075005_0053_FC:3:1:13017:1260#0	unique	2L	10771111	0	1
ILLUMINA-075005_0053_FC:3:1:13473:1268#0	unique	2L	3036640	0	1
ILLUMINA-075005_0053_FC:3:1:13875:1268#0	unique	X	18426846	0	1
ILLUMINA-075005_0053_FC:3:1:13959:1267#0	unique	2R	22640601	1	1
ILLUMINA-075005_0053_FC:3:1:14308:1260#0	unique	3L	8643477	0	1
ILLUMINA-075005_0053_FC:3:1:15023:1259#0	unique	2R	12404790	0	1
ILLUMINA-075005_0053_FC:3:1:15409:1266#0	unique	3R	25684081	0	1
ILLUMINA-075005_0053_FC:3:1:15665:1262#0	unique	2L	16786560	0	1
ILLUMINA-075005_0053_FC:3:1:15742:1266#0	unique	2R	22801644	0	1
ILLUMINA-075005_0053_FC:3:1:15844:1259#0	unique	2R	23867183	0	1
ILLUMINA-075005_0053_FC:3:1:15940:1259#0	unique	2R	5436135	0	1
ILLUMINA-075005_0053_FC:3:1:15956:1270#0	unique	X	12687364	0	1
ILLUMINA-075005_0053_FC:3:1:16071:1262#0	unique	X	11110695	0	1
ILLUMINA-075005_0053_FC:3:1:16690:1259#0	unique	X	11111048	1	1
ILLUMINA-075005_0053_FC:3:1:16742:1266#0	unique	X	16387820	0	1
ILLUMINA-075005_0053_FC:3:1:17781:1268#0	unique	3R	14892199	0	1
ILLUMINA-075005_0053_FC:3:1:18342:1264#0	unique	3R	31217841	0	1
ILLUMINA-075005_0053_FC:3:1:18469:1263#0	unique	2R	24263949	0	1
ILLUMINA-075005_0053_FC:3:1:18679:1261#0	unique	2L	900634	0	1
ILLUMINA-075005_0053_FC:3:1:18874:1270#0	unique	X	11110096	0	1
ILLUMINA-075005_0053_FC:3:1:18897:1270#0	unique	3L	15138097	0	1
ILLUMINA-075005_0053_FC:3:1:19353:1269#0	unique	3R	15440786	0	1
ILLUMINA-075005_0053_FC:3:1:19412:1264#0	unique	2R	11618231	1	1
ILLUMINA-075005_0053_FC:3:1:19463:1270#0	unique	2L	18530444	1	1
ILLUMINA-075005_0053_FC:3:1:19726:1261#0	unique	2L	5205396	0	1
ILLUMINA-075005_0053_FC:3:1:1229:1273#0	unique	3L	7720736	1	1
ILLUMINA-075005_0053_FC:3:1:1749:1281#0	multi				2
ILLUMINA-075005_0053_FC:3:1:2143:1281#0	unique	3R	11986980	0	1
ILLUMINA-075005_0053_FC:3:1:2595:1280#0	unique	2L	20386734	0	1
ILLUMINA-075005_0053_FC:3:1:3187:1271#0	unique	2L	13370673	0	1
ILLUMINA-075005_0053_FC:3:1:3349:1279#0	unique	3R	13778580	1	1
ILLUMINA-075005_0053_FC:3:1:3670:1273#0	unique	2L	13922245	0	1
ILLUMINA-075005_0053_FC:3:1:3720:1279#0	unique	X	16387091	0	1
ILLUMINA-075005_0053_FC:3:1:4262:1279#0	unique	2R	17409258	0	1
ILLUMINA-075005_0053_FC:3:1:5061:1282#0	unique	3R	11224130	0	1
ILLUMINA-075005_0053_FC:3:1:5250:1272#0	unique	4	860685	0	1
ILLUMINA-075005_0053_FC:3:1:5333:1278#0	unique	2R	17408402	0	1
ILLUMINA-075005_0053_FC:3:1:5504:1279#0	unique	X	20138363	1	1
ILLUMINA-075005_0053_FC:3:1:5537:1277#0	unique	2R	17546809	0	1
ILLUMINA-075005_0053_FC:3:1:5607:1279#0	unique	2R	21658699	0	1
ILLUMINA-075005_0053_FC:3:1:5758:1273#0	unique	2L	9555419	0	1
ILLUMINA-075005_0053_FC:3:1:5911:1271#0	unique	X	10461138	0	1
ILLUMINA-075005_0053_FC:3:1:6465:1282#0	unique	2L	16783198	0	1
ILLUMINA-075005_0053_FC:3:1:7036:1282#0	unique	2R	22130818	1	1
ILLUMINA-075005_0053_FC:3:1:7398:1271#0	unique	3R	13362335	0	1
ILLUMINA-075005_0053_FC:3:1:7599:1274#0	unique	3L	17849160	0	1
ILLUMINA-075005_0053_FC:3:1:7960:1282#0	unique	2L	12978009	1	1
ILLUMINA-075005_0053_FC:3:1:8230:1270#0	unique	2L	9427482	0	1
ILLUMINA-075005_0053_FC:3:1:8603:1279#0	unique	3R	31255613	0	1
ILLUMINA-075005_0053_FC:3:1:8915:1280#0	unique	2L	6934656	0	1
ILLUMINA-075005_0053_FC:3:1:9000:1273#0	unique	3R	29863417	0	1
ILLUMINA-075005_0053_FC:3:1:9223:1279#0	unique	2L	15036886	0	1
ILLUMINA-075005_0053_FC:3:1:9290:1276#0	unique	2R	24006755	1	1
ILLUMINA-075005_0053_FC:3:1:10038:1282#0	unique	X	657364	1	1
ILLUMINA-075005_0053_FC:3:1:10214:1273#0	unique	3R	7088334	1	1
ILLUMINA-075005_0053_FC:3:1:10254:1273#0	unique	3L	13995512	2	1
ILLUMINA-075005_0053_FC:3:1:10692:1274#0	unique	2L	4966380	0	1
ILLUMINA-075005_0053_FC:3:1:10766:1280#0	unique	3L	16126127	0	1
ILLUMINA-075005_0053_FC:3:1:11691:1278#0	unique	2R	21658615	0	1
ILLUMINA-075005_0053_FC:3:1:12060:1271#0	unique	3L	4209006	0	1
ILLUMINA-075005_0053_FC:3:1:12177:1276#0	unique	3R	5625579	0	1
ILLUMINA-075005_0053_FC:3:1:12410:1274#0	unique	X	6681658	0	1
ILLUMINA-075005_0053_FC:3:1:13534:1273#0	unique	3L	13043787	0	1
ILLUMINA-075005_0053_FC:3:1:14145:1271#0	unique	2L	21717130	1	1
ILLUMINA-075005_0053_FC:3:1:14464:1276#0	unique	4	1032953	0	1
ILLUMINA-075005_0053_FC:3:1:14542:1276#0	unique	2L	5046230	0	1
ILLUMINA-075005_0053_FC:3:1:14707:1271#0	unique	2R	9105231	0	1
ILLUMINA-075005_0053_FC:3:1:15442:1282#0	unique	3L	5798006	1	1
ILLUMINA-075005_0053_FC:3:1:16017:1277#0	unique	2L	22247150	0	1
ILLUMINA-075005_0053_FC:3:1:16105:1278#0	unique	2L	6933170	1	1
ILLUMINA-075005_0053_FC:3:1:16158:1273#0	unique	2R	17409783	0	1
ILLUMINA-075005_0053_FC:3:1:16596:1272#0	unique	2R	16570292	0	1
ILLUMINA-075005_0053_FC:3:1:16905:1275#0	unique	X	9607665	0	1
ILLUMINA-075005_0053_FC:3:1:17146:1271#0	unique	3L	19691099	1	1
ILLUMINA-075005_0053_FC:3:1:17173:1273#0	unique	2R	7792653	0	1
ILLUMINA-075005_0053_FC:3:1:17694:1281#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:18133:1275#0	unique	2L	13920796	0	1
ILLUMINA-075005_0053_FC:3:1:18239:1279#0	multi				9
ILLUMINA-075005_0053_FC:3:1:18274:1280#0	multi				2
ILLUMINA-075005_0053_FC:3:1:18916:1279#0	unique	2R	21294316	0	1
ILLUMINA-075005_0053_FC:3:1:18986:1276#0	unique	2R	24077863	0	1
ILLUMINA-075005_0053_FC:3:1:19512:1280#0	unique	3L	1667385	1	1
ILLUMINA-075005_0053_FC:3:1:1724:1292#0	unique	3L	8640607	0	1
ILLUMINA-075005_0053_FC:3:1:2004:1293#0	unique	3L	21568446	0	1
ILLUMINA-075005_0053_FC:3:1:2916:1293#0	unique	X	4370131	0	1
ILLUMINA-075005_0053_FC:3:1:3550:1286#0	unique	3R	30171991	0	1
ILLUMINA-075005_0053_FC:3:1:5150:1287#0	unique	3R	23626615	0	1
ILLUMINA-075005_0053_FC:3:1:5174:1289#0	unique	2R	17763394	0	1
ILLUMINA-075005_0053_FC:3:1:5245:1292#0	unique	3L	21263484	2	1
ILLUMINA-075005_0053_FC:3:1:5727:1294#0	unique	X	7899735	0	1
ILLUMINA-075005_0053_FC:3:1:5787:1290#0	unique	2L	22247149	1	1
ILLUMINA-075005_0053_FC:3:1:6082:1291#0	unique	3R	30172915	1	1
ILLUMINA-075005_0053_FC:3:1:6407:1291#0	unique	3R	31741060	2	1
ILLUMINA-075005_0053_FC:3:1:6442:1293#0	unique	3R	15306635	1	1
ILLUMINA-075005_0053_FC:3:1:7172:1288#0	unique	3R	10263705	0	1
ILLUMINA-075005_0053_FC:3:1:7939:1283#0	unique	2L	4944622	0	1
ILLUMINA-075005_0053_FC:3:1:8139:1288#0	unique	2L	1984952	1	1
ILLUMINA-075005_0053_FC:3:1:8210:1292#0	unique	X	18426279	0	1
ILLUMINA-075005_0053_FC:3:1:8355:1288#0	unique	2R	22800256	0	1
ILLUMINA-075005_0053_FC:3:1:8698:1284#0	unique	3R	31741730	0	1
ILLUMINA-075005_0053_FC:3:1:8990:1293#0	unique	3R	25891018	2	1
ILLUMINA-075005_0053_FC:3:1:9133:1284#0	unique	3L	8326216	0	1
ILLUMINA-075005_0053_FC:3:1:9404:1291#0	unique	3R	27691943	1	1
ILLUMINA-075005_0053_FC:3:1:9475:1292#0	unique	X	6367918	0	1
ILLUMINA-075005_0053_FC:3:1:10016:1290#0	unique	2L	13922245	0	1
ILLUMINA-075005_0053_FC:3:1:10097:1290#0	unique	X	7899749	1	1
ILLUMINA-075005_0053_FC:3:1:10326:1288#0	unique	2R	6080055	0	1
ILLUMINA-075005_0053_FC:3:1:11351:1293#0	unique	4	1034392	0	1
ILLUMINA-075005_0053_FC:3:1:11445:1294#0	unique	2L	7744042	0	1
ILLUMINA-075005_0053_FC:3:1:11466:1289#0	unique	3R	11224771	2	1
ILLUMINA-075005_0053_FC:3:1:11672:1288#0	unique	3L	20779832	0	1
ILLUMINA-075005_0053_FC:3:1:11934:1284#0	unique	3R	21202185	0	1
ILLUMINA-075005_0053_FC:3:1:12495:1283#0	unique	2L	16777022	0	1
ILLUMINA-075005_0053_FC:3:1:13243:1292#0	unique	3R	26257819	0	1
ILLUMINA-075005_0053_FC:3:1:13553:1293#0	unique	3L	9048911	0	1
ILLUMINA-075005_0053_FC:3:1:13607:1291#0	unique	2L	9574229	0	1
ILLUMINA-075005_0053_FC:3:1:13748:1287#0	unique	3R	16186073	0	1
ILLUMINA-075005_0053_FC:3:1:13844:1287#0	unique	2R	16586385	0	1
ILLUMINA-075005_0053_FC:3:1:13870:1285#0	unique	3R	15440836	0	1
ILLUMINA-075005_0053_FC:3:1:13992:1282#0	unique	2L	9968348	0	1
ILLUMINA-075005_0053_FC:3:1:14073:1290#0	unique	3L	2042407	0	1
ILLUMINA-075005_0053_FC:3:1:14108:1291#0	unique	X	1452119	0	1
ILLUMINA-075005_0053_FC:3:1:14305:1284#0	unique	3R	11209473	0	1
ILLUMINA-075005_0053_FC:3:1:14428:1286#0	unique	2L	6047625	0	1
ILLUMINA-075005_0053_FC:3:1:14502:1292#0	unique	3L	12807664	0	1
ILLUMINA-075005_0053_FC:3:1:15402:1283#0	unique	X	657189	0	1
ILLUMINA-075005_0053_FC:3:1:15486:1291#0	unique	X	6531313	0	1
ILLUMINA-075005_0053_FC:3:1:15822:1283#0	unique	3L	2040331	0	1
ILLUMINA-075005_0053_FC:3:1:16280:1292#0	unique	3R	30173326	0	1
ILLUMINA-075005_0053_FC:3:1:16305:1287#0	unique	2R	12760119	2	1
ILLUMINA-075005_0053_FC:3:1:16490:1286#0	unique	X	6741806	1	1
ILLUMINA-075005_0053_FC:3:1:16852:1284#0	unique	3L	16586026	0	1
ILLUMINA-075005_0053_FC:3:1:16992:1293#0	unique	3R	30385878	1	1
ILLUMINA-075005_0053_FC:3:1:17088:1285#0	unique	3L	1274048	0	1
ILLUMINA-075005_0053_FC:3:1:17173:1291#0	unique	X	6680949	0	1
ILLUMINA-075005_0053_FC:3:1:17667:1285#0	unique	3L	16294723	0	1
ILLUMINA-075005_0053_FC:3:1:18347:1285#0	multi				2
ILLUMINA-075005_0053_FC:3:1:18420:1286#0	unique	2R	7792115	0	1
ILLUMINA-075005_0053_FC:3:1:18772:1288#0	unique	X	16318482	0	1
ILLUMINA-075005_0053_FC:3:1:18862:1288#0	unique	2R	15544795	0	1
ILLUMINA-075005_0053_FC:3:1:1106:1297#0	unique	3L	8601711	1	1
ILLUMINA-075005_0053_FC:3:1:1600:1302#0	unique	2R	7312870	1	1
ILLUMINA-075005_0053_FC:3:1:1764:1299#0	unique	X	16638802	0	1
ILLUMINA-075005_0053_FC:3:1:2134:1298#0	unique	2R	17408616	0	1
ILLUMINA-075005_0053_FC:3:1:2282:1302#0	unique	3R	31216246	0	1
ILLUMINA-075005_0053_FC:3:1:2764:1300#0	unique	2L	13933502	0	1
ILLUMINA-075005_0053_FC:3:1:2858:1303#0	unique	3R	8296504	1	1
ILLUMINA-075005_0053_FC:3:1:3200:1297#0	unique	X	5684207	0	1
ILLUMINA-075005_0053_FC:3:1:3222:1303#0	unique	2L	4228365	0	1
ILLUMINA-075005_0053_FC:3:1:3633:1297#0	unique	2L	11003608	1	1
ILLUMINA-075005_0053_FC:3:1:3659:1302#0	unique	3R	15298473	1	1
ILLUMINA-075005_0053_FC:3:1:3684:1294#0	unique	2R	22607858	0	1
ILLUMINA-075005_0053_FC:3:1:4278:1295#0	unique	2R	8621238	0	1
ILLUMINA-075005_0053_FC:3:1:4464:1296#0	unique	X	18423520	0	1
ILLUMINA-075005_0053_FC:3:1:4655:1299#0	unique	3R	26257453	0	1
ILLUMINA-075005_0053_FC:3:1:4888:1303#0	unique	3L	9882772	0	1
ILLUMINA-075005_0053_FC:3:1:4953:1301#0	unique	2R	22645435	0	1
ILLUMINA-075005_0053_FC:3:1:5277:1305#0	unique	3L	11206875	0	1
ILLUMINA-075005_0053_FC:3:1:5317:1299#0	unique	3L	18899466	0	1
ILLUMINA-075005_0053_FC:3:1:5562:1295#0	unique	2R	17408722	2	1
ILLUMINA-075005_0053_FC:3:1:7694:1302#0	unique	4	1033649	0	1
ILLUMINA-075005_0053_FC:3:1:7954:1299#0	unique	2R	15541994	1	1
ILLUMINA-075005_0053_FC:3:1:7992:1299#0	unique	3L	1667342	0	1
ILLUMINA-075005_0053_FC:3:1:8263:1295#0	unique	3L	2723834	0	1
ILLUMINA-075005_0053_FC:3:1:8498:1298#0	unique	2L	22247253	0	1
ILLUMINA-075005_0053_FC:3:1:8712:1303#0	unique	3L	365268	0	1
ILLUMINA-075005_0053_FC:3:1:9106:1297#0	unique	2L	11157494	2	1
ILLUMINA-075005_0053_FC:3:1:9360:1301#0	unique	3R	31217008	0	1
ILLUMINA-075005_0053_FC:3:1:9591:1300#0	unique	X	4624523	1	1
ILLUMINA-075005_0053_FC:3:1:9729:1303#0	unique	2L	9575323	2	1
ILLUMINA-075005_0053_FC:3:1:10146:1301#0	unique	X	19481637	0	1
ILLUMINA-075005_0053_FC:3:1:10485:1297#0	unique	2L	561692	1	1
ILLUMINA-075005_0053_FC:3:1:10604:1297#0	unique	3L	2566559	2	1
ILLUMINA-075005_0053_FC:3:1:10648:1300#0	unique	2R	13228633	0	1
ILLUMINA-075005_0053_FC:3:1:10811:1296#0	unique	3R	31216890	0	1
ILLUMINA-075005_0053_FC:3:1:11010:1301#0	unique	3L	11823716	0	1
ILLUMINA-075005_0053_FC:3:1:11151:1300#0	unique	2L	16785656	1	1
ILLUMINA-075005_0053_FC:3:1:11940:1303#0	unique	3R	31594857	1	1
ILLUMINA-075005_0053_FC:3:1:12038:1304#0	unique	X	19506714	0	1
ILLUMINA-075005_0053_FC:3:1:12642:1303#0	unique	3R	11624118	0	1
ILLUMINA-075005_0053_FC:3:1:12915:1302#0	unique	3L	19537299	0	1
ILLUMINA-075005_0053_FC:3:1:12951:1300#0	unique	3R	13665776	0	1
ILLUMINA-075005_0053_FC:3:1:12972:1299#0	unique	3R	9625697	0	1
ILLUMINA-075005_0053_FC:3:1:13022:1294#0	unique	2R	7792161	0	1
ILLUMINA-075005_0053_FC:3:1:13232:1306#0	unique	2L	561170	0	1
ILLUMINA-075005_0053_FC:3:1:13516:1300#0	unique	3L	1535132	0	1
ILLUMINA-075005_0053_FC:3:1:14365:1298#0	unique	3R	29150918	2	1
ILLUMINA-075005_0053_FC:3:1:14783:1302#0	unique	2R	17409144	1	1
ILLUMINA-075005_0053_FC:3:1:15016:1299#0	unique	3L	8326225	0	1
ILLUMINA-075005_0053_FC:3:1:15071:1297#0	unique	dmel_mitochondrion_genome	8689	0	1
ILLUMINA-075005_0053_FC:3:1:15344:1300#0	unique	3R	15441278	0	1
ILLUMINA-075005_0053_FC:3:1:15518:1303#0	unique	2L	4966789	0	1
ILLUMINA-075005_0053_FC:3:1:15592:1299#0	unique	X	1482309	0	1
ILLUMINA-075005_0053_FC:3:1:15891:1300#0	unique	4	1033843	0	1
ILLUMINA-075005_0053_FC:3:1:16123:1299#0	unique	2L	1725776	0	1
ILLUMINA-075005_0053_FC:3:1:16820:1301#0	unique	3R	15312682	0	1
ILLUMINA-075005_0053_FC:3:1:17482:1301#0	unique	2L	5071677	0	1
ILLUMINA-075005_0053_FC:3:1:17501:1303#0	unique	3R	5651527	0	1
ILLUMINA-075005_0053_FC:3:1:17535:1302#0	unique	3L	9049649	0	1
ILLUMINA-075005_0053_FC:3:1:17552:1298#0	unique	2L	10201833	0	1
ILLUMINA-075005_0053_FC:3:1:18338:1302#0	unique	2R	10897298	0	1
ILLUMINA-075005_0053_FC:3:1:18385:1301#0	unique	2R	23385838	0	1
ILLUMINA-075005_0053_FC:3:1:19029:1297#0	unique	2L	9968382	0	1
ILLUMINA-075005_0053_FC:3:1:19108:1301#0	unique	2R	24903466	0	1
ILLUMINA-075005_0053_FC:3:1:19565:1296#0	unique	3L	13024367	1	1
ILLUMINA-075005_0053_FC:3:1:19598:1303#0	unique	X	16638478	0	1
ILLUMINA-075005_0053_FC:3:1:1555:1312#0	unique	3R	25684009	1	1
ILLUMINA-075005_0053_FC:3:1:1584:1316#0	unique	3L	16785416	1	1
ILLUMINA-075005_0053_FC:3:1:1637:1310#0	unique	2L	5985461	1	1
ILLUMINA-075005_0053_FC:3:1:1685:1309#0	unique	3L	9384757	0	1
ILLUMINA-075005_0053_FC:3:1:2544:1306#0	unique	2L	21678928	0	1
ILLUMINA-075005_0053_FC:3:1:3392:1309#0	unmapped				0
ILLUMINA-075005_0053_FC:3:1:3646:1317#0	unique	X	16785009	0	1
ILLUMINA-075005_0053_FC:3:1:4087:1308#0	unique	2L	21171992	0	1
ILLUMINA-075005_0053_FC:3:1:4255:1317#0	unique	3R	30173684	1	1
ILLUMINA-075005_0053_FC:3:1:4477:1311#0	unique	3R	24782741	0	1
ILLUMINA-075005_0053_FC:3:1:4547:1310#0	unique	2L	14166334	0	1
ILLUMINA-075005_0053_FC:3:1:4690:1306#0	unique	2L	16780720	0	1
ILLUMINA-075005_0053_FC:3:1:4765:1312#0	unique	X	6741762	0	1
ILLUMINA-075005_0053_FC:3:1:4793:1312#0	unique	3R	19828272	0	1
ILLUMINA-075005_0053_FC:3:1:5083:1313#0	unique	3L	5567508	0	1
