read_id,star_pos,star_strand,star_nM,my_status,my_pos,my_strand,my_mismatches,match
ILLUMINA-075005_0053_FC:3:1:18472:1901#0,10201950,-,0,unique,10201950,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2880:1905#0,13367259,-,0,unique,13367259,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3625:1913#0,13933308,+,0,unique,13933308,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5958:1916#0,21172069,+,0,unique,21172069,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6899:1906#0,5984132,-,1,unique,5984132,-,1,yes
ILLUMINA-075005_0053_FC:3:1:7466:1916#0,21678297,+,0,unique,21678297,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8041:1909#0,6468850,+,0,unique,6468850,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8124:1916#0,13933453,+,1,unique,13933453,+,1,yes
ILLUMINA-075005_0053_FC:3:1:8487:1908#0,6925839,-,0,unique,6925839,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9407:1910#0,13899897,+,0,unique,13899897,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10281:1913#0,562566,+,0,unique,562566,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14565:1914#0,21319072,-,0,unique,21319072,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14589:1906#0,6765997,+,0,unique,6765997,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16795:1910#0,5051306,+,0,unique,5051306,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18774:1912#0,7826822,+,1,unique,7826822,+,1,yes
ILLUMINA-075005_0053_FC:3:1:19619:1913#0,10771232,-,0,unique,10771232,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19798:1914#0,13921093,+,0,unique,13921093,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6751:1922#0,4462337,+,2,unique,4462337,+,2,yes
ILLUMINA-075005_0053_FC:3:1:6786:1921#0,13933122,+,0,unique,13933122,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8744:1925#0,14347429,+,1,unique,14347429,+,1,yes
ILLUMINA-075005_0053_FC:3:1:9077:1922#0,10771028,-,0,unique,10771028,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9750:1924#0,9736901,-,1,unique,9736901,-,1,yes
ILLUMINA-075005_0053_FC:3:1:10879:1921#0,27215,+,0,unique,27215,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10911:1923#0,13933112,+,0,unique,13933112,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11030:1926#0,21681020,+,0,unique,21681020,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15703:1924#0,8687705,+,0,unique,8687705,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15860:1919#0,13920793,+,0,unique,13920793,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17500:1928#0,13932750,+,0,unique,13932750,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18535:1928#0,13922790,+,0,unique,13922790,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19204:1925#0,13922569,+,2,unique,13922569,+,2,yes
ILLUMINA-075005_0053_FC:3:1:2595:1929#0,3296615,+,0,unique,3296615,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2663:1936#0,16722222,-,0,unique,16722222,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3314:1932#0,18955720,+,1,unique,18955720,+,1,yes
ILLUMINA-075005_0053_FC:3:1:4442:1932#0,13506394,+,0,unique,13506394,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6886:1933#0,6061272,+,0,unique,6061272,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7487:1932#0,4228429,-,0,unique,4228429,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9786:1936#0,10202069,-,0,unique,10202069,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10307:1929#0,9896491,+,0,unique,9896491,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14330:1936#0,10491201,+,0,unique,10491201,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17058:1935#0,13933380,+,1,unique,13933380,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18955:1931#0,13945706,+,0,unique,13945706,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3544:1946#0,21172629,-,0,unique,21172629,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7386:1947#0,13922027,+,1,unique,13922027,+,1,yes
ILLUMINA-075005_0053_FC:3:1:8202:1952#0,16782984,-,0,unique,16782984,-,0,yes
ILLUMINA-075005_0053_FC:3:1:8713:1951#0,21679165,+,0,unique,21679165,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9375:1951#0,9615370,-,3,unique,9615370,-,3,yes
ILLUMINA-075005_0053_FC:3:1:11445:1942#0,18442566,+,0,unique,18442566,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13771:1943#0,8126172,+,2,unique,8126172,+,2,yes
ILLUMINA-075005_0053_FC:3:1:13946:1949#0,10975848,+,1,unique,10975848,+,1,yes
ILLUMINA-075005_0053_FC:3:1:16967:1941#0,13945479,+,0,unique,13945479,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18973:1941#0,13394401,+,0,unique,13394401,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2902:1955#0,12708582,-,0,unique,12708582,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5828:1953#0,133385,-,0,unique,133385,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7224:1954#0,13920869,+,0,unique,13920869,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8802:1953#0,1607449,-,1,unique,1607449,-,1,yes
ILLUMINA-075005_0053_FC:3:1:10235:1960#0,12690940,+,1,unique,12690940,+,1,yes
ILLUMINA-075005_0053_FC:3:1:12792:1953#0,9896584,+,2,unique,9896584,+,2,yes
ILLUMINA-075005_0053_FC:3:1:13299:1955#0,5327745,-,0,unique,5327745,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13340:1957#0,9896501,+,0,unique,9896501,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16395:1956#0,16783280,-,0,unique,16783280,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6815:1970#0,6933161,+,0,unique,6933161,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8627:1965#0,9553859,+,0,unique,9553859,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9325:1967#0,13394703,+,0,unique,13394703,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9567:1971#0,22247307,+,0,unique,22247307,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9700:1971#0,16785644,-,2,unique,16785644,-,2,yes
ILLUMINA-075005_0053_FC:3:1:10878:1965#0,11497375,+,1,unique,11497375,+,1,yes
ILLUMINA-075005_0053_FC:3:1:16787:1966#0,9905897,+,0,unique,9905897,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19177:1971#0,21678292,+,0,unique,21678292,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1139:1977#0,7744075,+,0,unique,7744075,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3282:1983#0,8111213,-,0,unique,8111213,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6628:1987#0,13945658,+,0,unique,13945658,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7838:1983#0,17488239,+,0,unique,17488239,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10477:1983#0,16786103,-,0,unique,16786103,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15709:1984#0,21679982,+,0,unique,21679982,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18872:1984#0,18442672,+,0,unique,18442672,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2513:1990#0,9896592,+,0,unique,9896592,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11615:1998#0,13945314,+,0,unique,13945314,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13109:1998#0,5541543,+,1,unique,5541543,+,1,yes
ILLUMINA-075005_0053_FC:3:1:17461:1998#0,15114966,-,2,unique,15114966,-,2,yes
ILLUMINA-075005_0053_FC:3:1:1237:2008#0,19544642,-,0,unique,19544642,-,0,yes
ILLUMINA-075005_0053_FC:3:1:1791:2008#0,13945660,+,0,unique,13945660,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2623:2001#0,13923364,+,0,unique,13923364,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3347:2005#0,14617183,-,0,unique,14617183,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3817:2008#0,9967742,-,2,unique,9967742,-,2,yes
ILLUMINA-075005_0053_FC:3:1:5049:2008#0,7825694,+,1,unique,7825694,+,1,yes
ILLUMINA-075005_0053_FC:3:1:6505:1999#0,13921124,+,2,unique,13921124,+,2,yes
ILLUMINA-075005_0053_FC:3:1:6536:2004#0,10201890,-,1,unique,10201890,-,1,yes
ILLUMINA-075005_0053_FC:3:1:7657:2007#0,6060848,+,0,unique,6060848,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9324:2007#0,13932907,+,0,unique,13932907,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12550:2001#0,10854130,-,0,unique,10854130,-,0,yes
ILLUMINA-075005_0053_FC:3:1:12967:2008#0,561462,+,0,unique,561462,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15119:2002#0,13921639,+,0,unique,13921639,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3836:2019#0,20082729,+,1,unique,20082729,+,1,yes
ILLUMINA-075005_0053_FC:3:1:6641:2018#0,7744539,+,0,unique,7744539,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7972:2019#0,16887517,+,1,unique,16887517,+,1,yes
ILLUMINA-075005_0053_FC:3:1:8782:2019#0,4797508,+,1,unique,4797508,+,1,yes
ILLUMINA-075005_0053_FC:3:1:12073:2014#0,16887258,+,1,unique,16887258,+,1,yes
ILLUMINA-075005_0053_FC:3:1:16725:2020#0,6697338,+,0,unique,6697338,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17551:2016#0,13394400,+,0,unique,13394400,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18500:2023#0,18442511,+,0,unique,18442511,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19366:2020#0,19009006,+,0,unique,19009006,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19737:2014#0,18384795,-,0,unique,18384795,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2502:2028#0,13933587,+,0,unique,13933587,+,0,yes
ILLUMINA-075005_0053_FC:3:1:5281:2029#0,18442679,+,0,unique,18442679,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9975:2028#0,190578,-,0,unique,190578,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10757:2032#0,4228316,-,5,unmapped,,,,no
ILLUMINA-075005_0053_FC:3:1:12341:2029#0,11029951,+,0,unique,11029951,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12560:2025#0,10303355,+,0,unique,10303355,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14798:2023#0,2579294,+,0,unique,2579294,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15557:2025#0,12310886,-,0,unique,12310886,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3761:2035#0,16785921,-,0,unique,16785921,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3876:2038#0,13945768,+,0,unique,13945768,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6083:2041#0,4457844,+,0,unique,4457844,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6580:2037#0,5530871,+,1,unique,5530871,+,1,yes
ILLUMINA-075005_0053_FC:3:1:10149:2037#0,16722178,-,0,unique,16722178,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13003:2044#0,22534948,+,0,unique,22534948,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17272:2041#0,13933122,+,0,unique,13933122,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18130:2039#0,19959916,-,0,unique,19959916,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19394:2039#0,10234272,-,0,unique,10234272,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19491:2043#0,5983122,-,0,unique,5983122,-,0,yes
ILLUMINA-075005_0053_FC:3:1:1205:2047#0,4228123,-,0,unique,4228123,-,0,yes
ILLUMINA-075005_0053_FC:3:1:1346:2052#0,7825707,+,0,unique,7825707,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2672:2049#0,560812,+,0,unique,560812,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3783:2058#0,132764,-,0,unique,132764,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5406:2055#0,6973281,+,1,unique,6973281,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7511:2048#0,13922819,+,1,unique,13922819,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7734:2048#0,5519058,+,0,unique,5519058,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11825:2048#0,1726490,+,0,unique,1726490,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13489:2055#0,13922259,+,0,unique,13922259,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15939:2058#0,13921131,+,0,unique,13921131,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16038:2054#0,8686951,-,1,unique,8686951,-,1,yes
ILLUMINA-075005_0053_FC:3:1:18935:2051#0,20064482,+,0,unique,20064482,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2721:2060#0,16786512,-,0,unique,16786512,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3166:2064#0,10847949,+,0,unique,10847949,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3683:2067#0,8191074,+,5,unmapped,,,,no
ILLUMINA-075005_0053_FC:3:1:4943:2063#0,21679043,+,0,unique,21679043,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6175:2061#0,8430720,-,0,unique,8430720,-,0,yes
ILLUMINA-075005_0053_FC:3:1:8617:2059#0,13945151,+,1,unique,13945151,+,1,yes
ILLUMINA-075005_0053_FC:3:1:9651:2059#0,420538,-,1,unique,420538,-,1,yes
ILLUMINA-075005_0053_FC:3:1:13271:2068#0,16775251,-,0,unique,16775251,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15005:2064#0,561408,+,0,unique,561408,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18149:2064#0,10847561,+,4,unmapped,,,,no
ILLUMINA-075005_0053_FC:3:1:18655:2066#0,21318655,-,0,unique,21318655,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19408:2066#0,562823,+,1,unique,562823,+,1,yes
ILLUMINA-075005_0053_FC:3:1:19703:2065#0,8056789,+,1,unique,8056789,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7270:2072#0,16783371,-,0,unique,16783371,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7995:2081#0,10671011,-,0,unique,10671011,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11461:2074#0,10409272,-,0,unique,10409272,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14896:2078#0,10847921,+,0,unique,10847921,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16538:2078#0,10847450,+,0,unique,10847450,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17218:2077#0,10201647,-,0,unique,10201647,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2915:2090#0,12977728,-,1,unique,12977728,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3696:2082#0,296425,-,0,unique,296425,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6125:2092#0,6655828,+,0,unique,6655828,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6912:2085#0,21681005,+,1,unique,21681005,+,1,yes
ILLUMINA-075005_0053_FC:3:1:8684:2087#0,562068,+,0,unique,562068,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10677:2084#0,6061876,+,0,unique,6061876,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12093:2089#0,10427535,-,0,unique,10427535,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13143:2087#0,10285523,+,2,unique,10285523,+,2,yes
ILLUMINA-075005_0053_FC:3:1:15455:2090#0,12407106,+,1,unique,12407106,+,1,yes
ILLUMINA-075005_0053_FC:3:1:16224:2093#0,10771066,-,1,unique,10771066,-,1,yes
ILLUMINA-075005_0053_FC:3:1:18125:2085#0,9967767,-,1,unique,9967767,-,1,yes
ILLUMINA-075005_0053_FC:3:1:1808:2094#0,7825694,+,0,unique,7825694,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2774:2102#0,561605,+,0,unique,561605,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3308:2105#0,13920998,+,0,unique,13920998,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4846:2094#0,12289109,-,0,unique,12289109,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6813:2101#0,9494300,+,0,unique,9494300,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7071:2103#0,2495648,-,1,unique,2495648,-,1,yes
ILLUMINA-075005_0053_FC:3:1:7444:2104#0,8375667,+,0,unique,8375667,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8120:2096#0,5174904,-,0,multi,,,,no
ILLUMINA-075005_0053_FC:3:1:9553:2105#0,9896738,+,0,unique,9896738,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11818:2099#0,13213322,+,0,unique,13213322,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15246:2100#0,14196940,+,1,unique,14196940,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18046:2101#0,13922267,+,0,unique,13922267,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18851:2100#0,10403419,+,0,unique,10403419,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19763:2096#0,9968386,-,1,unique,9968386,-,1,yes
ILLUMINA-075005_0053_FC:3:1:1582:2113#0,21172611,-,0,unique,21172611,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2818:2110#0,7429852,-,0,unique,7429852,-,0,yes
ILLUMINA-075005_0053_FC:3:1:3478:2116#0,13921639,+,0,unique,13921639,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7129:2113#0,13367256,-,0,unique,13367256,-,0,yes
ILLUMINA-075005_0053_FC:3:1:8803:2110#0,5200434,-,0,unique,5200434,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11227:2112#0,13221876,+,0,unique,13221876,+,0,yes
ILLUMINA-075005_0053_FC:3:1:12894:2107#0,12310919,-,0,unique,12310919,-,0,yes
ILLUMINA-075005_0053_FC:3:1:13341:2112#0,4221551,+,0,unique,4221551,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14723:2108#0,11506429,-,0,unique,11506429,-,0,yes
ILLUMINA-075005_0053_FC:3:1:15032:2106#0,5051413,+,1,unique,5051413,+,1,yes
ILLUMINA-075005_0053_FC:3:1:16963:2112#0,10201873,-,0,unique,10201873,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17120:2111#0,4457761,+,1,unique,4457761,+,1,yes
ILLUMINA-075005_0053_FC:3:1:17585:2110#0,13370391,+,0,unique,13370391,+,0,yes
ILLUMINA-075005_0053_FC:3:1:3455:2118#0,9764276,-,0,unique,9764276,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6824:2122#0,9494300,+,0,unique,9494300,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9852:2121#0,1711197,-,0,unique,1711197,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10708:2125#0,12289196,-,2,unique,12289196,-,2,yes
ILLUMINA-075005_0053_FC:3:1:10879:2128#0,13922662,+,0,unique,13922662,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10927:2126#0,12691576,+,0,unique,12691576,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11505:2125#0,18442961,+,0,unique,18442961,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16351:2120#0,9968007,-,0,unique,9968007,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4033:2130#0,8363965,+,0,unique,8363965,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4889:2130#0,8430590,-,1,unique,8430590,-,1,yes
ILLUMINA-075005_0053_FC:3:1:6249:2130#0,16786298,-,0,unique,16786298,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7494:2140#0,21681455,+,0,unique,21681455,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9785:2138#0,21678262,+,0,unique,21678262,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10989:2132#0,8364000,+,0,unique,8364000,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11199:2140#0,12438666,-,0,unique,12438666,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11625:2132#0,5984249,-,0,unique,5984249,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17402:2135#0,6967034,+,0,unique,6967034,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18904:2140#0,10201746,-,0,unique,10201746,-,0,yes
ILLUMINA-075005_0053_FC:3:1:19722:2138#0,9896795,+,0,unique,9896795,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1724:2147#0,18453243,+,1,unique,18453243,+,1,yes
ILLUMINA-075005_0053_FC:3:1:2851:2150#0,9896311,+,0,unique,9896311,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4083:2150#0,12708553,-,0,unique,12708553,-,0,yes
ILLUMINA-075005_0053_FC:3:1:4522:2142#0,5191592,-,2,unique,5191592,-,2,yes
ILLUMINA-075005_0053_FC:3:1:5273:2150#0,13933264,+,1,unique,13933264,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7107:2150#0,21170439,-,0,unique,21170439,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7212:2151#0,7825894,+,0,unique,7825894,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8872:2143#0,10410301,-,0,unique,10410301,-,0,yes
ILLUMINA-075005_0053_FC:3:1:16564:2141#0,16786217,-,0,unique,16786217,-,0,yes
ILLUMINA-075005_0053_FC:3:1:17849:2152#0,12298932,-,0,unique,12298932,-,0,yes
ILLUMINA-075005_0053_FC:3:1:18928:2145#0,13922663,+,1,unique,13922663,+,1,yes
ILLUMINA-075005_0053_FC:3:1:18946:2140#0,19008970,+,0,unique,19008970,+,0,yes
ILLUMINA-075005_0053_FC:3:1:2013:2156#0,19008415,+,2,unique,19008415,+,2,yes
ILLUMINA-075005_0053_FC:3:1:2646:2154#0,10409817,-,0,unique,10409817,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6241:2162#0,13921899,+,0,unique,13921899,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6966:2160#0,16770638,-,0,unique,16770638,-,0,yes
ILLUMINA-075005_0053_FC:3:1:7179:2159#0,21681353,+,0,unique,21681353,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11455:2160#0,15757102,+,0,unique,15757102,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11880:2155#0,13933506,+,0,unique,13933506,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4726:2174#0,19959514,-,0,unique,19959514,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5243:2172#0,28832,+,0,unique,28832,+,0,yes
ILLUMINA-075005_0053_FC:3:1:6710:2168#0,4486499,+,2,unique,4486499,+,2,yes
ILLUMINA-075005_0053_FC:3:1:7416:2166#0,13945751,+,0,unique,13945751,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7549:2175#0,10410306,-,0,unique,10410306,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10018:2167#0,5984042,-,0,unique,5984042,-,0,yes
ILLUMINA-075005_0053_FC:3:1:10060:2167#0,397698,+,0,unique,397698,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10711:2166#0,4228200,-,0,unique,4228200,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11242:2175#0,562112,+,0,unique,562112,+,0,yes
ILLUMINA-075005_0053_FC:3:1:11540:2174#0,13922813,+,1,unique,13922813,+,1,yes
ILLUMINA-075005_0053_FC:3:1:13322:2169#0,5174857,-,0,multi,,,,no
ILLUMINA-075005_0053_FC:3:1:18644:2168#0,1725929,+,1,unique,1725929,+,1,yes
ILLUMINA-075005_0053_FC:3:1:19395:2176#0,12045653,+,0,unique,12045653,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19699:2169#0,13921962,+,2,unique,13921962,+,2,yes
ILLUMINA-075005_0053_FC:3:1:2142:2186#0,19130657,+,1,unique,19130657,+,1,yes
ILLUMINA-075005_0053_FC:3:1:6168:2179#0,13945165,+,1,unique,13945165,+,1,yes
ILLUMINA-075005_0053_FC:3:1:7324:2185#0,8041972,+,0,unique,8041972,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7394:2179#0,1612725,+,0,unique,1612725,+,0,yes
ILLUMINA-075005_0053_FC:3:1:8147:2186#0,7858473,+,0,unique,7858473,+,0,yes
ILLUMINA-075005_0053_FC:3:1:10454:2181#0,13922794,+,1,unique,13922794,+,1,yes
ILLUMINA-075005_0053_FC:3:1:10659:2181#0,9135175,-,0,unique,9135175,-,0,yes
ILLUMINA-075005_0053_FC:3:1:11995:2185#0,10847399,+,0,unique,10847399,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13525:2184#0,13933263,+,0,unique,13933263,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14112:2187#0,562556,+,0,unique,562556,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14795:2185#0,8042012,+,0,unique,8042012,+,0,yes
ILLUMINA-075005_0053_FC:3:1:16312:2179#0,10847302,+,0,unique,10847302,+,0,yes
ILLUMINA-075005_0053_FC:3:1:17355:2187#0,18442671,+,0,unique,18442671,+,0,yes
ILLUMINA-075005_0053_FC:3:1:18429:2181#0,13932854,+,2,unique,13932854,+,2,yes
ILLUMINA-075005_0053_FC:3:1:2095:2196#0,21678644,+,0,unique,21678644,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4047:2191#0,16785058,-,2,unique,16785058,-,2,yes
ILLUMINA-075005_0053_FC:3:1:4253:2196#0,19008998,+,0,unique,19008998,+,0,yes
ILLUMINA-075005_0053_FC:3:1:4688:2191#0,7734946,+,0,multi,,,,no
ILLUMINA-075005_0053_FC:3:1:5416:2193#0,9968413,-,0,unique,9968413,-,0,yes
ILLUMINA-075005_0053_FC:3:1:6350:2190#0,9968364,-,1,unique,9968364,-,1,yes
ILLUMINA-075005_0053_FC:3:1:7604:2196#0,16786430,-,0,unique,16786430,-,0,yes
ILLUMINA-075005_0053_FC:3:1:9485:2195#0,17483659,+,0,unique,17483659,+,0,yes
ILLUMINA-075005_0053_FC:3:1:13394:2198#0,13945460,+,0,unique,13945460,+,0,yes
ILLUMINA-075005_0053_FC:3:1:14391:2190#0,6674497,-,0,unique,6674497,-,0,yes
ILLUMINA-075005_0053_FC:3:1:14994:2199#0,10847945,+,0,unique,10847945,+,0,yes
ILLUMINA-075005_0053_FC:3:1:15357:2190#0,12037927,+,0,unique,12037927,+,0,yes
ILLUMINA-075005_0053_FC:3:1:19738:2188#0,7744487,+,0,unique,7744487,+,0,yes
ILLUMINA-075005_0053_FC:3:1:1895:2206#0,19521130,-,0,unique,19521130,-,0,yes
ILLUMINA-075005_0053_FC:3:1:2152:2210#0,9427676,-,1,unique,9427676,-,1,yes
ILLUMINA-075005_0053_FC:3:1:3361:2201#0,10011102,-,0,unique,10011102,-,0,yes
ILLUMINA-075005_0053_FC:3:1:5160:2209#0,9492069,+,0,unique,9492069,+,0,yes
ILLUMINA-075005_0053_FC:3:1:7716:2208#0,5174812,-,0,multi,,,,no
ILLUMINA-075005_0053_FC:3:1:9290:2202#0,13933297,+,0,unique,13933297,+,0,yes
ILLUMINA-075005_0053_FC:3:1:9593:2206#0,12310870,-,0,unique,12310870,-,0,yes
